date_sk,currency_code,rate_to_inr
20200101,AED,19.4478
20200102,AED,19.4206
20200103,AED,19.4396
20200104,AED,19.4396
20200105,AED,19.4396
20200106,AED,19.5349
20200107,AED,19.5406
20200108,AED,19.5541
20200109,AED,19.4629
20200110,AED,19.4335
20200111,AED,19.4335
20200112,AED,19.4335
20200113,AED,19.3187
20200114,AED,19.2502
20200115,AED,19.3552
20200116,AED,19.2479
20200117,AED,19.3178
20200118,AED,19.3178
20200119,AED,19.3178
20200120,AED,19.3404
20200121,AED,19.3927
20200122,AED,19.4444
20200123,AED,19.4063
20200124,AED,19.4156
20200125,AED,19.4156
20200126,AED,19.4156
20200127,AED,19.417
20200128,AED,19.5049
20200129,AED,19.3893
20200130,AED,19.4084
20200131,AED,19.5104
20200201,AED,19.5104
20200202,AED,19.5104
20200203,AED,19.4729
20200204,AED,19.4641
20200205,AED,19.4069
20200206,AED,19.4348
20200207,AED,19.46
20200208,AED,19.46
20200209,AED,19.46
20200210,AED,19.4687
20200211,AED,19.403
20200212,AED,19.4559
20200213,AED,19.4045
20200214,AED,19.4139
20200215,AED,19.4139
20200216,AED,19.4139
20200217,AED,19.4724
20200218,AED,19.4217
20200219,AED,19.5417
20200220,AED,19.5519
20200221,AED,19.5091
20200222,AED,19.5091
20200223,AED,19.5091
20200224,AED,19.5702
20200225,AED,19.6791
20200226,AED,19.5634
20200227,AED,19.5919
20200228,AED,19.5934
20200229,AED,19.5934
20200301,AED,19.5934
20200302,AED,19.6481
20200303,AED,19.8234
20200304,AED,20.1125
20200305,AED,20.1547
20200306,AED,20.2588
20200307,AED,20.2588
20200308,AED,20.2588
20200309,AED,20.1464
20200310,AED,20.2664
20200311,AED,20.1866
20200312,AED,20.3541
20200313,AED,20.2596
20200314,AED,20.2596
20200315,AED,20.2596
20200316,AED,20.3654
20200317,AED,20.457
20200318,AED,20.3303
20200319,AED,20.3953
20200320,AED,20.4559
20200321,AED,20.4559
20200322,AED,20.4559
20200323,AED,20.8659
20200324,AED,21.191
20200325,AED,21.0468
20200326,AED,20.9956
20200327,AED,20.7539
20200328,AED,20.7539
20200329,AED,20.7539
20200330,AED,20.5422
20200331,AED,20.5242
20200401,AED,20.5038
20200402,AED,21.1216
20200403,AED,20.9995
20200404,AED,20.9995
20200405,AED,20.9995
20200406,AED,20.7887
20200407,AED,20.9991
20200408,AED,20.5882
20200409,AED,20.9352
20200410,AED,20.6828
20200411,AED,20.6828
20200412,AED,20.6828
20200413,AED,20.7225
20200414,AED,20.9463
20200415,AED,20.8576
20200416,AED,20.8253
20200417,AED,21.1148
20200418,AED,21.1148
20200419,AED,21.1148
20200420,AED,20.8236
20200421,AED,21.0174
20200422,AED,21.1461
20200423,AED,20.796
20200424,AED,20.6563
20200425,AED,20.6563
20200426,AED,20.6563
20200427,AED,20.7651
20200428,AED,20.8663
20200429,AED,20.8229
20200430,AED,20.4862
20200501,AED,20.5407
20200502,AED,20.5407
20200503,AED,20.5407
20200504,AED,20.528
20200505,AED,20.6875
20200506,AED,20.7357
20200507,AED,20.8691
20200508,AED,20.7147
20200509,AED,20.7147
20200510,AED,20.7147
20200511,AED,20.5617
20200512,AED,20.7794
20200513,AED,20.6064
20200514,AED,20.537
20200515,AED,20.5366
20200516,AED,20.5366
20200517,AED,20.5366
20200518,AED,20.6426
20200519,AED,20.5786
20200520,AED,20.6065
20200521,AED,20.6385
20200522,AED,20.5815
20200523,AED,20.5815
20200524,AED,20.5815
20200525,AED,20.6877
20200526,AED,20.7229
20200527,AED,20.6412
20200528,AED,20.6622
20200529,AED,20.6032
20200530,AED,20.6032
20200531,AED,20.6032
20200601,AED,20.5453
20200602,AED,20.6154
20200603,AED,20.4364
20200604,AED,20.5657
20200605,AED,20.5438
20200606,AED,20.5438
20200607,AED,20.5438
20200608,AED,20.5753
20200609,AED,20.5216
20200610,AED,20.5502
20200611,AED,20.5975
20200612,AED,20.6781
20200613,AED,20.6781
20200614,AED,20.6781
20200615,AED,20.6735
20200616,AED,20.7216
20200617,AED,20.7937
20200618,AED,20.8018
20200619,AED,20.7935
20200620,AED,20.7935
20200621,AED,20.7935
20200622,AED,20.7697
20200623,AED,20.6895
20200624,AED,20.5494
20200625,AED,20.5937
20200626,AED,20.5596
20200627,AED,20.5596
20200628,AED,20.5596
20200629,AED,20.5844
20200630,AED,20.6093
20200701,AED,20.6208
20200702,AED,20.5367
20200703,AED,20.3838
20200704,AED,20.3838
20200705,AED,20.3838
20200706,AED,20.3298
20200707,AED,20.365
20200708,AED,20.4507
20200709,AED,20.402
20200710,AED,20.5188
20200711,AED,20.5188
20200712,AED,20.5188
20200713,AED,20.4663
20200714,AED,20.5392
20200715,AED,20.5732
20200716,AED,20.4468
20200717,AED,20.5351
20200718,AED,20.5351
20200719,AED,20.5351
20200720,AED,20.3893
20200721,AED,20.3447
20200722,AED,20.3541
20200723,AED,20.3698
20200724,AED,20.4351
20200725,AED,20.4351
20200726,AED,20.4351
20200727,AED,20.3382
20200728,AED,20.4227
20200729,AED,20.3877
20200730,AED,20.3997
20200731,AED,20.379
20200801,AED,20.379
20200802,AED,20.379
20200803,AED,20.3941
20200804,AED,20.5174
20200805,AED,20.4909
20200806,AED,20.358
20200807,AED,20.3855
20200808,AED,20.3855
20200809,AED,20.3855
20200810,AED,20.4187
20200811,AED,20.3787
20200812,AED,20.3922
20200813,AED,20.3569
20200814,AED,20.4303
20200815,AED,20.4303
20200816,AED,20.4303
20200817,AED,20.3736
20200818,AED,20.3494
20200819,AED,20.2981
20200820,AED,20.467
20200821,AED,20.4718
20200822,AED,20.4718
20200823,AED,20.4718
20200824,AED,20.3981
20200825,AED,20.2561
20200826,AED,20.2677
20200827,AED,20.2711
20200828,AED,20.1364
20200829,AED,20.1364
20200830,AED,20.1364
20200831,AED,19.9079
20200901,AED,20.0547
20200902,AED,19.9486
20200903,AED,19.9989
20200904,AED,19.9746
20200905,AED,19.9746
20200906,AED,19.9746
20200907,AED,19.9372
20200908,AED,20.0547
20200909,AED,20.1609
20200910,AED,20.0248
20200911,AED,20.0792
20200912,AED,20.0792
20200913,AED,20.0792
20200914,AED,20.0023
20200915,AED,20.0404
20200916,AED,20.0949
20200917,AED,20.0855
20200918,AED,20.0881
20200919,AED,20.0881
20200920,AED,20.0881
20200921,AED,20.0392
20200922,AED,20.0249
20200923,AED,20.0751
20200924,AED,20.0263
20200925,AED,20.1267
20200926,AED,20.1267
20200927,AED,20.1267
20200928,AED,20.0636
20200929,AED,20.1377
20200930,AED,20.1316
20201001,AED,20.0235
20201002,AED,19.9935
20201003,AED,19.9935
20201004,AED,19.9935
20201005,AED,19.9675
20201006,AED,19.9561
20201007,AED,20.1014
20201008,AED,20.02
20201009,AED,20.0037
20201010,AED,20.0037
20201011,AED,20.0037
20201012,AED,19.8773
20201013,AED,19.9675
20201014,AED,19.98
20201015,AED,19.9487
20201016,AED,19.9868
20201017,AED,19.9868
20201018,AED,19.9868
20201019,AED,19.9941
20201020,AED,19.9664
20201021,AED,19.9909
20201022,AED,20.0317
20201023,AED,20.0508
20201024,AED,20.0508
20201025,AED,20.0508
20201026,AED,20.1001
20201027,AED,20.1819
20201028,AED,20.038
20201029,AED,20.2032
20201030,AED,20.244
20201031,AED,20.244
20201101,AED,20.244
20201102,AED,20.3379
20201103,AED,20.3269
20201104,AED,20.3806
20201105,AED,20.2514
20201106,AED,20.1779
20201107,AED,20.1779
20201108,AED,20.1779
20201109,AED,20.1387
20201110,AED,20.184
20201111,AED,20.2731
20201112,AED,20.3106
20201113,AED,20.382
20201114,AED,20.382
20201115,AED,20.382
20201116,AED,20.3045
20201117,AED,20.2543
20201118,AED,20.2716
20201119,AED,20.2609
20201120,AED,20.2228
20201121,AED,20.2228
20201122,AED,20.2228
20201123,AED,20.1901
20201124,AED,20.2656
20201125,AED,20.1901
20201126,AED,20.1493
20201127,AED,20.1573
20201128,AED,20.1573
20201129,AED,20.1573
20201130,AED,20.1314
20201201,AED,20.1406
20201202,AED,19.9949
20201203,AED,20.078
20201204,AED,20.1239
20201205,AED,20.1239
20201206,AED,20.1239
20201207,AED,20.0923
20201208,AED,20.0887
20201209,AED,20.1241
20201210,AED,20.0881
20201211,AED,20.1234
20201212,AED,20.1234
20201213,AED,20.1234
20201214,AED,20.0748
20201215,AED,20.0428
20201216,AED,20.0138
20201217,AED,20.0928
20201218,AED,20.0329
20201219,AED,20.0329
20201220,AED,20.0329
20201221,AED,20.0373
20201222,AED,20.1213
20201223,AED,20.2518
20201224,AED,20.0969
20201225,AED,20.0136
20201226,AED,20.0136
20201227,AED,20.0136
20201228,AED,20.0953
20201229,AED,20.024
20201230,AED,19.9872
20201231,AED,19.9771
20210101,AED,19.97
20210102,AED,19.97
20210103,AED,19.97
20210104,AED,19.8974
20210105,AED,19.8902
20210106,AED,19.9038
20210107,AED,19.9054
20210108,AED,19.9854
20210109,AED,19.9854
20210110,AED,19.9854
20210111,AED,19.9657
20210112,AED,20.0849
20210113,AED,19.9878
20210114,AED,19.9145
20210115,AED,19.8901
20210116,AED,19.8901
20210117,AED,19.8901
20210118,AED,19.9086
20210119,AED,19.9198
20210120,AED,19.9271
20210121,AED,19.8453
20210122,AED,19.8561
20210123,AED,19.8561
20210124,AED,19.8561
20210125,AED,19.8728
20210126,AED,19.8557
20210127,AED,19.8436
20210128,AED,19.8741
20210129,AED,19.8591
20210130,AED,19.8591
20210131,AED,19.8591
20210201,AED,19.8428
20210202,AED,19.9011
20210203,AED,19.8458
20210204,AED,19.8202
20210205,AED,19.8462
20210206,AED,19.8462
20210207,AED,19.8462
20210208,AED,19.8151
20210209,AED,19.8552
20210210,AED,19.8352
20210211,AED,19.818
20210212,AED,19.7884
20210213,AED,19.7884
20210214,AED,19.7884
20210215,AED,19.7614
20210216,AED,19.7658
20210217,AED,19.833
20210218,AED,19.8235
20210219,AED,19.7568
20210220,AED,19.7568
20210221,AED,19.7568
20210222,AED,19.7558
20210223,AED,19.717
20210224,AED,19.6942
20210225,AED,19.6869
20210226,AED,19.7995
20210227,AED,19.7995
20210228,AED,19.7995
20210301,AED,20.035
20210302,AED,19.9537
20210303,AED,19.9392
20210304,AED,19.8363
20210305,AED,19.8854
20210306,AED,19.8854
20210307,AED,19.8854
20210308,AED,19.922
20210309,AED,19.9591
20210310,AED,19.8073
20210311,AED,19.7892
20210312,AED,19.7698
20210313,AED,19.7698
20210314,AED,19.7698
20210315,AED,19.7882
20210316,AED,19.7364
20210317,AED,19.7364
20210318,AED,19.7513
20210319,AED,19.7781
20210320,AED,19.7781
20210321,AED,19.7781
20210322,AED,19.7164
20210323,AED,19.6997
20210324,AED,19.7473
20210325,AED,19.7582
20210326,AED,19.7701
20210327,AED,19.7701
20210328,AED,19.7701
20210329,AED,19.7222
20210330,AED,19.8017
20210331,AED,19.9763
20210401,AED,19.9087
20210402,AED,19.9517
20210403,AED,19.9517
20210404,AED,19.9517
20210405,AED,19.9756
20210406,AED,19.9586
20210407,AED,19.9857
20210408,AED,20.2495
20210409,AED,20.2887
20210410,AED,20.2887
20210411,AED,20.2887
20210412,AED,20.342
20210413,AED,20.41
20210414,AED,20.4862
20210415,AED,20.4291
20210416,AED,20.3393
20210417,AED,20.3393
20210418,AED,20.3393
20210419,AED,20.2875
20210420,AED,20.4806
20210421,AED,20.5202
20210422,AED,20.529
20210423,AED,20.4454
20210424,AED,20.4454
20210425,AED,20.4454
20210426,AED,20.3985
20210427,AED,20.3611
20210428,AED,20.2968
20210429,AED,20.2249
20210430,AED,20.1697
20210501,AED,20.1697
20210502,AED,20.1697
20210503,AED,20.1711
20210504,AED,20.1059
20210505,AED,20.0802
20210506,AED,20.0854
20210507,AED,20.0361
20210508,AED,20.0361
20210509,AED,20.0361
20210510,AED,19.9422
20210511,AED,20.0112
20210512,AED,19.9703
20210513,AED,20.1615
20210514,AED,19.9889
20210515,AED,19.9889
20210516,AED,19.9889
20210517,AED,19.9488
20210518,AED,19.9596
20210519,AED,19.9062
20210520,AED,19.9294
20210521,AED,19.8744
20210522,AED,19.8744
20210523,AED,19.8744
20210524,AED,19.8483
20210525,AED,19.8254
20210526,AED,19.8211
20210527,AED,19.8808
20210528,AED,19.784
20210529,AED,19.784
20210530,AED,19.784
20210531,AED,19.7078
20210601,AED,19.7394
20210602,AED,19.8289
20210603,AED,19.8575
20210604,AED,19.8794
20210605,AED,19.8794
20210606,AED,19.8794
20210607,AED,19.9128
20210608,AED,19.8127
20210609,AED,19.8567
20210610,AED,19.8643
20210611,AED,19.8712
20210612,AED,19.8712
20210613,AED,19.8712
20210614,AED,19.9359
20210615,AED,19.915
20210616,AED,19.9654
20210617,AED,20.0926
20210618,AED,20.2105
20210619,AED,20.2105
20210620,AED,20.2105
20210621,AED,20.1843
20210622,AED,20.1787
20210623,AED,20.2345
20210624,AED,20.1814
20210625,AED,20.1923
20210626,AED,20.1923
20210627,AED,20.1923
20210628,AED,20.2005
20210629,AED,20.2154
20210630,AED,20.2188
20210701,AED,20.2423
20210702,AED,20.2932
20210703,AED,20.2932
20210704,AED,20.2932
20210705,AED,20.2862
20210706,AED,20.3038
20210707,AED,20.4264
20210708,AED,20.3703
20210709,AED,20.3484
20210710,AED,20.3484
20210711,AED,20.3484
20210712,AED,20.2775
20210713,AED,20.3579
20210714,AED,20.3039
20210715,AED,20.2639
20210716,AED,20.2896
20210717,AED,20.2896
20210718,AED,20.2896
20210719,AED,20.3111
20210720,AED,20.4126
20210721,AED,20.2838
20210722,AED,20.26
20210723,AED,20.2677
20210724,AED,20.2677
20210725,AED,20.2677
20210726,AED,20.2604
20210727,AED,20.2348
20210728,AED,20.2889
20210729,AED,20.2767
20210730,AED,20.2081
20210731,AED,20.2081
20210801,AED,20.2081
20210802,AED,20.2484
20210803,AED,20.2314
20210804,AED,20.1998
20210805,AED,20.2011
20210806,AED,20.1535
20210807,AED,20.1535
20210808,AED,20.1535
20210809,AED,20.2024
20210810,AED,20.267
20210811,AED,20.259
20210812,AED,20.1785
20210813,AED,20.2263
20210814,AED,20.2263
20210815,AED,20.2263
20210816,AED,20.2043
20210817,AED,20.1798
20210818,AED,20.2395
20210819,AED,20.213
20210820,AED,20.244
20210821,AED,20.244
20210822,AED,20.244
20210823,AED,20.2412
20210824,AED,20.1773
20210825,AED,20.1798
20210826,AED,20.1667
20210827,AED,20.1822
20210828,AED,20.1822
20210829,AED,20.1822
20210830,AED,20.0081
20210831,AED,19.9803
20210901,AED,19.8665
20210902,AED,19.8643
20210903,AED,19.8765
20210904,AED,19.8765
20210905,AED,19.8765
20210906,AED,19.8714
20210907,AED,19.898
20210908,AED,19.9734
20210909,AED,20.0851
20210910,AED,20.0128
20210911,AED,20.0128
20210912,AED,20.0128
20210913,AED,20.0163
20210914,AED,20.0222
20210915,AED,20.0442
20210916,AED,19.9895
20210917,AED,20.0249
20210918,AED,20.0249
20210919,AED,20.0249
20210920,AED,20.0621
20210921,AED,20.0426
20210922,AED,20.0852
20210923,AED,20.1129
20210924,AED,20.0988
20210925,AED,20.0988
20210926,AED,20.0988
20210927,AED,20.158
20210928,AED,20.0823
20210929,AED,20.1847
20210930,AED,20.2217
20211001,AED,20.2837
20211002,AED,20.2837
20211003,AED,20.2837
20211004,AED,20.185
20211005,AED,20.2963
20211006,AED,20.2943
20211007,AED,20.3493
20211008,AED,20.3706
20211009,AED,20.3706
20211010,AED,20.3706
20211011,AED,20.4532
20211012,AED,20.5222
20211013,AED,20.5446
20211014,AED,20.4816
20211015,AED,20.4113
20211016,AED,20.4113
20211017,AED,20.4113
20211018,AED,20.427
20211019,AED,20.4737
20211020,AED,20.4444
20211021,AED,20.3582
20211022,AED,20.3797
20211023,AED,20.3797
20211024,AED,20.3797
20211025,AED,20.4176
20211026,AED,20.4378
20211027,AED,20.3863
20211028,AED,20.4312
20211029,AED,20.3568
20211030,AED,20.3568
20211031,AED,20.3568
20211101,AED,20.3983
20211102,AED,20.3654
20211103,AED,20.3354
20211104,AED,20.259
20211105,AED,20.2892
20211106,AED,20.2892
20211107,AED,20.2892
20211108,AED,20.1975
20211109,AED,20.1111
20211110,AED,20.188
20211111,AED,20.2507
20211112,AED,20.282
20211113,AED,20.282
20211114,AED,20.282
20211115,AED,20.2396
20211116,AED,20.2583
20211117,AED,20.2675
20211118,AED,20.2318
20211119,AED,20.1887
20211120,AED,20.1887
20211121,AED,20.1887
20211122,AED,20.2301
20211123,AED,20.2581
20211124,AED,20.2561
20211125,AED,20.3058
20211126,AED,20.2789
20211127,AED,20.2789
20211128,AED,20.2789
20211129,AED,20.4326
20211130,AED,20.4283
20211201,AED,20.4405
20211202,AED,20.4178
20211203,AED,20.4034
20211204,AED,20.4034
20211205,AED,20.4034
20211206,AED,20.4829
20211207,AED,20.5203
20211208,AED,20.5243
20211209,AED,20.5178
20211210,AED,20.5762
20211211,AED,20.5762
20211212,AED,20.5762
20211213,AED,20.6084
20211214,AED,20.6394
20211215,AED,20.7153
20211216,AED,20.7429
20211217,AED,20.7294
20211218,AED,20.7294
20211219,AED,20.7294
20211220,AED,20.6933
20211221,AED,20.6196
20211222,AED,20.6001
20211223,AED,20.5363
20211224,AED,20.4228
20211225,AED,20.4228
20211226,AED,20.4228
20211227,AED,20.525
20211228,AED,20.382
20211229,AED,20.3449
20211230,AED,20.3408
20211231,AED,20.2541
20220101,AED,20.2541
20220102,AED,20.2541
20220103,AED,20.2852
20220104,AED,20.2432
20220105,AED,20.2867
20220106,AED,20.2577
20220107,AED,20.255
20220108,AED,20.255
20220109,AED,20.255
20220110,AED,20.2204
20220111,AED,20.1571
20220112,AED,20.0893
20220113,AED,20.0872
20220114,AED,20.1331
20220115,AED,20.1331
20220116,AED,20.1331
20220117,AED,20.2501
20220118,AED,20.2105
20220119,AED,20.2949
20220120,AED,20.2598
20220121,AED,20.2682
20220122,AED,20.2682
20220123,AED,20.2682
20220124,AED,20.2586
20220125,AED,20.3167
20220126,AED,20.42
20220127,AED,20.3866
20220128,AED,20.4702
20220129,AED,20.4702
20220130,AED,20.4702
20220131,AED,20.43
20220201,AED,20.3223
20220202,AED,20.3456
20220203,AED,20.4226
20220204,AED,20.3169
20220205,AED,20.3169
20220206,AED,20.3169
20220207,AED,20.32
20220208,AED,20.3197
20220209,AED,20.3304
20220210,AED,20.3612
20220211,AED,20.5658
20220212,AED,20.5658
20220213,AED,20.5658
20220214,AED,20.512
20220215,AED,20.614
20220216,AED,20.4877
20220217,AED,20.4266
20220218,AED,20.4324
20220219,AED,20.4324
20220220,AED,20.4324
20220221,AED,20.3314
20220222,AED,20.3757
20220223,AED,20.3801
20220224,AED,20.399
20220225,AED,20.5249
20220226,AED,20.5249
20220227,AED,20.5249
20220228,AED,20.4378
20220301,AED,20.5548
20220302,AED,20.6259
20220303,AED,20.5869
20220304,AED,20.6545
20220305,AED,20.6545
20220306,AED,20.6545
20220307,AED,20.8052
20220308,AED,20.9805
20220309,AED,20.9318
20220310,AED,20.7231
20220311,AED,20.7704
20220312,AED,20.7704
20220313,AED,20.7704
20220314,AED,20.8962
20220315,AED,20.8243
20220316,AED,20.7579
20220317,AED,20.7399
20220318,AED,20.685
20220319,AED,20.685
20220320,AED,20.685
20220321,AED,20.6749
20220322,AED,20.7696
20220323,AED,20.7285
20220324,AED,20.8173
20220325,AED,20.773
20220326,AED,20.773
20220327,AED,20.773
20220328,AED,20.7674
20220329,AED,20.6946
20220330,AED,20.5946
20220331,AED,20.6425
20220401,AED,20.6604
20220402,AED,20.6604
20220403,AED,20.6604
20220404,AED,20.6884
20220405,AED,20.5331
20220406,AED,20.5399
20220407,AED,20.6705
20220408,AED,20.6612
20220409,AED,20.6612
20220410,AED,20.6612
20220411,AED,20.6674
20220412,AED,20.6455
20220413,AED,20.7275
20220414,AED,20.7952
20220415,AED,20.7533
20220416,AED,20.7533
20220417,AED,20.7533
20220418,AED,20.7769
20220419,AED,20.7606
20220420,AED,20.8063
20220421,AED,20.7657
20220422,AED,20.7629
20220423,AED,20.7629
20220424,AED,20.7629
20220425,AED,20.8193
20220426,AED,20.8288
20220427,AED,20.9018
20220428,AED,20.8575
20220429,AED,20.8678
20220430,AED,20.8678
20220501,AED,20.8678
20220502,AED,20.8321
20220503,AED,20.8175
20220504,AED,20.8095
20220505,AED,20.7622
20220506,AED,20.8281
20220507,AED,20.8281
20220508,AED,20.8281
20220509,AED,20.9492
20220510,AED,21.0597
20220511,AED,21.0317
20220512,AED,21.0762
20220513,AED,21.0754
20220514,AED,21.0754
20220515,AED,21.0754
20220516,AED,21.0938
20220517,AED,21.1767
20220518,AED,21.0548
20220519,AED,21.1807
20220520,AED,21.0765
20220521,AED,21.0765
20220522,AED,21.0765
20220523,AED,21.1844
20220524,AED,21.1008
20220525,AED,21.0869
20220526,AED,21.0821
20220527,AED,21.1295
20220528,AED,21.1295
20220529,AED,21.1295
20220530,AED,21.1499
20220531,AED,21.0994
20220601,AED,21.1203
20220602,AED,21.117
20220603,AED,21.0769
20220604,AED,21.0769
20220605,AED,21.0769
20220606,AED,21.1238
20220607,AED,21.1818
20220608,AED,21.1384
20220609,AED,21.1548
20220610,AED,21.1846
20220611,AED,21.1846
20220612,AED,21.1846
20220613,AED,21.2728
20220614,AED,21.2579
20220615,AED,21.2355
20220616,AED,21.2764
20220617,AED,21.2233
20220618,AED,21.2233
20220619,AED,21.2233
20220620,AED,21.2206
20220621,AED,21.2097
20220622,AED,21.2699
20220623,AED,21.2788
20220624,AED,21.2693
20220625,AED,21.2693
20220626,AED,21.2693
20220627,AED,21.3025
20220628,AED,21.3539
20220629,AED,21.5006
20220630,AED,21.474
20220701,AED,21.4935
20220702,AED,21.4935
20220703,AED,21.4935
20220704,AED,21.4927
20220705,AED,21.4854
20220706,AED,21.6024
20220707,AED,21.5148
20220708,AED,21.5496
20220709,AED,21.5496
20220710,AED,21.5496
20220711,AED,21.5849
20220712,AED,21.6367
20220713,AED,21.7082
20220714,AED,21.7217
20220715,AED,21.7407
20220716,AED,21.7407
20220717,AED,21.7407
20220718,AED,21.7196
20220719,AED,21.7826
20220720,AED,21.7346
20220721,AED,21.7747
20220722,AED,21.7402
20220723,AED,21.7402
20220724,AED,21.7402
20220725,AED,21.7361
20220726,AED,21.6974
20220727,AED,21.7313
20220728,AED,21.7279
20220729,AED,21.6572
20220730,AED,21.6572
20220731,AED,21.6572
20220801,AED,21.5589
20220802,AED,21.4895
20220803,AED,21.3943
20220804,AED,21.5223
20220805,AED,21.5441
20220806,AED,21.5441
20220807,AED,21.5441
20220808,AED,21.6055
20220809,AED,21.6657
20220810,AED,21.6602
20220811,AED,21.5212
20220812,AED,21.6845
20220813,AED,21.6845
20220814,AED,21.6845
20220815,AED,21.6749
20220816,AED,21.6523
20220817,AED,21.5427
20220818,AED,21.5965
20220819,AED,21.7504
20220820,AED,21.7504
20220821,AED,21.7504
20220822,AED,21.756
20220823,AED,21.7427
20220824,AED,21.7353
20220825,AED,21.7178
20220826,AED,21.7412
20220827,AED,21.7412
20220828,AED,21.7412
20220829,AED,21.7704
20220830,AED,21.768
20220831,AED,21.6894
20220901,AED,21.6454
20220902,AED,21.6926
20220903,AED,21.6926
20220904,AED,21.6926
20220905,AED,21.6999
20220906,AED,21.7151
20220907,AED,21.7456
20220908,AED,21.6789
20220909,AED,21.6895
20220910,AED,21.6895
20220911,AED,21.6895
20220912,AED,21.6845
20220913,AED,21.5982
20220914,AED,21.6661
20220915,AED,21.6248
20220916,AED,21.7328
20220917,AED,21.7328
20220918,AED,21.7328
20220919,AED,21.6829
20220920,AED,21.6872
20220921,AED,21.7083
20220922,AED,21.7893
20220923,AED,22.0632
20220924,AED,22.0632
20220925,AED,22.0632
20220926,AED,22.1191
20220927,AED,22.1968
20220928,AED,22.2442
20220929,AED,22.1637
20220930,AED,22.1792
20221001,AED,22.1792
20221002,AED,22.1792
20221003,AED,22.2234
20221004,AED,22.1817
20221005,AED,22.1629
20221006,AED,22.2227
20221007,AED,22.4154
20221008,AED,22.4154
20221009,AED,22.4154
20221010,AED,22.549
20221011,AED,22.4331
20221012,AED,22.3956
20221013,AED,22.3691
20221014,AED,22.3707
20221015,AED,22.3707
20221016,AED,22.3707
20221017,AED,22.4363
20221018,AED,22.3714
20221019,AED,22.3918
20221020,AED,22.5895
20221021,AED,22.5428
20221022,AED,22.5428
20221023,AED,22.5428
20221024,AED,22.4699
20221025,AED,22.5249
20221026,AED,22.4396
20221027,AED,22.2989
20221028,AED,22.4389
20221029,AED,22.4389
20221030,AED,22.4389
20221031,AED,22.4007
20221101,AED,22.5169
20221102,AED,22.5047
20221103,AED,22.5645
20221104,AED,22.5041
20221105,AED,22.5041
20221106,AED,22.5041
20221107,AED,22.3179
20221108,AED,22.2552
20221109,AED,22.1572
20221110,AED,22.143
20221111,AED,21.9484
20221112,AED,21.9484
20221113,AED,21.9484
20221114,AED,21.9155
20221115,AED,22.0385
20221116,AED,22.0657
20221117,AED,22.2367
20221118,AED,22.2219
20221119,AED,22.2219
20221120,AED,22.2219
20221121,AED,22.2257
20221122,AED,22.2422
20221123,AED,22.242
20221124,AED,22.217
20221125,AED,22.2857
20221126,AED,22.2857
20221127,AED,22.2857
20221128,AED,22.2324
20221129,AED,22.2153
20221130,AED,22.2167
20221201,AED,22.13
20221202,AED,22.0817
20221203,AED,22.0817
20221204,AED,22.0817
20221205,AED,22.1653
20221206,AED,22.2912
20221207,AED,22.4204
20221208,AED,22.3885
20221209,AED,22.3936
20221210,AED,22.3936
20221211,AED,22.3936
20221212,AED,22.4373
20221213,AED,22.4939
20221214,AED,22.4284
20221215,AED,22.4533
20221216,AED,22.5664
20221217,AED,22.5664
20221218,AED,22.5664
20221219,AED,22.5097
20221220,AED,22.4787
20221221,AED,22.5103
20221222,AED,22.5581
20221223,AED,22.5572
20221224,AED,22.5572
20221225,AED,22.5572
20221226,AED,22.4899
20221227,AED,22.5225
20221228,AED,22.5298
20221229,AED,22.5523
20221230,AED,22.5622
20221231,AED,22.5622
20230101,AED,22.5622
20230102,AED,22.528
20230103,AED,22.5131
20230104,AED,22.532
20230105,AED,22.5007
20230106,AED,22.4946
20230107,AED,22.4946
20230108,AED,22.4946
20230109,AED,22.3983
20230110,AED,22.368
20230111,AED,22.2211
20230112,AED,22.2195
20230113,AED,22.0796
20230114,AED,22.0796
20230115,AED,22.0796
20230116,AED,22.1279
20230117,AED,22.2246
20230118,AED,22.2252
20230119,AED,22.1648
20230120,AED,22.1116
20230121,AED,22.1116
20230122,AED,22.1116
20230123,AED,22.0435
20230124,AED,22.1792
20230125,AED,22.2102
20230126,AED,22.1831
20230127,AED,22.1675
20230128,AED,22.1675
20230129,AED,22.1675
20230130,AED,22.1906
20230131,AED,22.1892
20230201,AED,22.2568
20230202,AED,22.2524
20230203,AED,22.331
20230204,AED,22.331
20230205,AED,22.331
20230206,AED,22.386
20230207,AED,22.524
20230208,AED,22.5553
20230209,AED,22.509
20230210,AED,22.4623
20230211,AED,22.4623
20230212,AED,22.4623
20230213,AED,22.4572
20230214,AED,22.4843
20230215,AED,22.58
20230216,AED,22.5281
20230217,AED,22.5181
20230218,AED,22.5181
20230219,AED,22.5181
20230220,AED,22.5409
20230221,AED,22.5118
20230222,AED,22.5519
20230223,AED,22.5458
20230224,AED,22.4869
20230225,AED,22.4869
20230226,AED,22.4869
20230227,AED,22.5751
20230228,AED,22.496
20230301,AED,22.4913
20230302,AED,22.4328
20230303,AED,22.4151
20230304,AED,22.4151
20230305,AED,22.4151
20230306,AED,22.2452
20230307,AED,22.2787
20230308,AED,22.3396
20230309,AED,22.309
20230310,AED,22.3253
20230311,AED,22.3253
20230312,AED,22.3253
20230313,AED,22.3293
20230314,AED,22.4326
20230315,AED,22.4026
20230316,AED,22.5138
20230317,AED,22.4897
20230318,AED,22.4897
